title,artist_name,artist.hotttnesss,duration,familiarity,key,loudness,mode,tempo,time_signature
Escuta_ Noel,Maysa,0.409464909,176.37832,0.616436885,5,-10.484,0,82.72,5
Turn It Around,Bob Neuwirth,0.301502462,209.34485,0.434272038,7,-9.825,1,123.836,4
Love Is Gonna Get You,Ben E. King,0.478780074,200.54159,0.688638654,10,-7.258,1,157.118,1
That's What You Said  (LP Version),Phil Collins,0.578301634,260.96281,0.655921418,8,-6.68,1,129.729,4
Mumbling or hearing loss?,Jeanne Robertson,0.249320347,140.09424,0.334283435,5,-16.307,0,80.311,5
Saved,9th Wonder,0.432695229,184.92036,0.711017021,6,-6.012,0,171.968,7
Can't Stop (Mind electric Remix),Cabin Crew,0.340750194,194.97751,0.572144338,10,-4.434,0,85.348,5
Light Of A Clear Blue Morning,Dolly Parton,0.603876487,294.24281,0.765254692,7,-8.782,1,137.865,1
Meat Parade,Lockwood,0.192720469,256.46975,0.421143651,0,-7.323,1,107.386,4
Watermelon Man,Albert King,0.389157892,244.27057,0.663400927,1,-15.879,1,152.2,3
SOS,Rihanna,0.908202619,244.50567,0.917863906,6,-3.925,0,139.304,4
Somebody Loan Me A Dime,Fenton Robinson,0.347225061,263.73179,0.438644698,10,-12.346,1,114.255,3
Flamenco Sketches (Intro),Jason Miles,0.371760895,30.45832,0.458055179,1,-17.43,1,61.589,7
ManhAPS de Carnaval,Luiz Bonfa,0.347547581,147.87873,0.549282908,9,-24.341,0,104.475,4
Even If I Tried,Emilio,0.360829937,175.72526,0.576044173,7,-6.612,0,117.532,4
Se Acabo El Carbon,Orquesta Sublime,0.30474366,178.33751,0.496244737,2,-7.488,1,128.367,4
Caught In The Crossfire,April Wine,0.4104772,214.43873,0.656759788,4,-12.551,1,138.572,1
High-Speed French Train,Alexandre Desplat,0.560380805,86.22975,0.609816403,10,-20.551,1,120.08,4
Summer Of Love,Novaspace,0.372307464,356.23138,0.688040857,0,-5.861,1,131.985,4
Headlock,Esser,0.379226366,191.55546,0.647945005,10,-4.622,0,121.988,3
Where To Piss And Shit In Oslo,Black Debbath,0.392325283,278.46485,0.48040197,5,-5.808,1,132.642,4
Shifty Disco Girl,Helen Love,0.347006921,185.36444,0.581884359,8,-7.531,1,95.575,4
Missing (Olivier Berger Mix),Nicola Fasano Feat. Paula B,0.37254757,445.33506,0.417884923,4,-9.305,0,125.997,4
Borrare Tu Nombre,Mazz,0.358681693,209.10975,0.527919316,2,-8.28,1,107.233,4
Kids Of Tragedy,Suzi Quatro,0.406642649,207.882,0.627361447,4,-11.38,1,124.519,4
I Cannot Believe It's True,Phil Collins,0.578301634,316.39465,0.655921418,5,-11.763,0,121.044,4
Kinky Afro [Remastered Version],Happy Mondays,0.424108277,239.75138,0.682101282,0,-6.243,1,117.933,4
Chains Of Love,Joe Turner,0.364586575,198.50404,0.473624124,5,-16.274,1,101.77,5
When My Ship Comes In,Eddie Cantor,0.331090126,196.88444,0.416141023,5,-14.618,1,77.963,5
Come Next Monday,K.T. Oslin,0.364968608,229.45914,0.555495603,4,-8.705,0,163.969,4
Show Me,Justin,0.335368578,203.2322,0.782555689,10,-4.703,1,104.71,4
Minuet in g minor,The American Boychoir,0.291883422,122.51383,0.093413203,7,-36.353,0,104.289,1
Brillantin' Brutal',Falco,0.485781602,228.12689,0.674464705,5,-13.844,1,123.028,4
Living Dead,The Plasmatics,0,94.51057,0.497203774,7,-5.116,1,124.439,4
Gib mir den Tod (Live),Der Moderne Man,0.29398439,238.8371,0.419034024,11,-8.696,0,96.154,4
Midnight Rider,Buddy Miles,0.418429598,218.3571,0.596349854,7,-9.978,1,94.57,5
Chao Wo,Miriam Yeung,0.256803369,277.15873,0.492253132,9,-3.397,0,135.064,4
Miserere: XI. Cor Mundum,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,0,84.1922,0.527545209,6,-20.105,0,59.49,1
Lillie Anne,Chalk Farm,0.247292528,294.08608,0.412448406,2,-7.795,1,191.033,4
Two Wars,This Or The Apocalypse,0.48981262,293.66812,0.432640532,9,-4.256,0,163.935,3
Frustration,Rocket From The Tombs,0.355646469,138.44853,0.470615401,9,-7.359,0,164.23,1
Slash,Long John Hunter,0.317187769,117.83791,0.378408558,0,-10.688,1,81.988,3
Sigui,Djelimady Tounkara,0.266645906,303.90812,0.315307851,0,-11.576,1,125.693,1
It Must Be Love (Live Acoustic Version),Rickie Lee Jones,0.503151606,287.16363,0.670615396,7,-15.502,1,90.373,3
Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key,0.318834232,173.19138,0.421132725,9,-7.099,1,127.89,5
Autobahn (Live),Kraftwerk,0.52041211,531.61751,0.74151813,2,-9.827,1,166.015,4
Whispering Grass - Original,Dee Clark,0.343508878,178.49424,0.53365014,1,-20.418,1,82.79,4
What It Do,J.R. Writer_ Jha Jha,0.387243575,145.10975,0.641766665,6,-9.146,0,151.936,4
Aqui Estoy,Mr. Grillo,0,208.45669,0.518077178,4,-5.641,0,191.956,4
O Mein Papa,Eddie Calvert,0.310544672,163.52608,0.421187326,5,-11.977,1,107.302,4
Stop It,The Frequency,0.335041777,195.21261,0.568427347,7,-9.334,1,118.008,4
Ain't Goin' To Beg You For That Stuff,The Hokum Boys,0,209.73669,0.378930032,5,-20.349,0,116.096,4
Life Is Wild,The Clash,0.60118606,159.65995,0.775797363,2,-5.612,1,150.871,4
Ruff Ryder's Anthem (Guide Vocal),Karaoke (Made famous by DMX),0.508813195,218.17424,0.822316236,10,-11.382,0,91.001,4
Pretty Girl (Amended Version),No Address,0.344984811,286.4322,0.507430629,5,-8.1,1,87.106,4
Es klappert die MA1/4hle,Frederik,0.348215008,113.99791,0.477946575,0,-6.465,1,160.114,3
I Only Want To Love You,Nicky B,0.412699765,184.34567,0.59540924,10,-12.041,1,124.556,3
Price Of The Fire,John Stewart,0.345368825,290.53342,0.528211287,2,-14.28,0,91.496,4
Pork Chop Sandwich,Hinge,0.349776346,247.48363,0.561821511,7,-5.154,1,86.061,4
One of Us,Bottom Of The Hudson,0.358423586,193.35791,0.498758408,3,-7.474,1,106.14,1
Half Way Up The Stairs,Delroy Wilson,0.385787615,191.99955,0.583443024,7,-8.045,1,147.791,4
It's Bad For Me (Album Version),The Roches,0.372251208,165.98159,0.573612399,0,-20.394,1,34.335,4
Break The Ice,Britney Spears,0.60725728,530.12853,0.947327507,0,-5.432,1,130.012,4
Untitled,Rhian Sheehan,0.414780659,38.922,0.558007752,0,-18.406,1,83.412,1
Estacao Primeira Da Mangueira_ Viva Do Samba,Samba Enredo,0,202.05669,0.044034681,9,-10.415,1,139.344,4
Sorry Feat. Rafaqat Ali Khan,Rishi Rich,0.33137317,235.25832,0.492669503,6,-7.676,0,71.14,3
I'm On The Run,JennyAnyKind,0.296268954,326.79138,0.360031167,10,-10.854,0,150.243,4
Mefistofele/La luna immobile,"MichA""le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti",0,225.30567,0.229264431,10,-36.577,1,39.187,4
RECKLESS,This Is Hell,0.492132221,119.7971,0.677550149,8,-5.261,1,150.006,4
What's Your Damage?,Test Icicles,0.373464228,216.45016,0.682045692,7,-2.756,1,174.942,4
Stay With Me,Michal,0.353345469,217.39057,0.596501188,7,-6.553,1,149.897,4
Through Bucky's Eyes,Michael Gettel,0.333770845,232.77669,0.510660236,3,-22.42,1,103.3,4
Sleepwalkers,Non Phixion,0.420001071,222.56281,0.648069465,10,-5.724,0,96.093,4
Tender Lies,Beres Hammond,0.453371188,193.07057,0.68108442,10,-15.998,1,170.114,4
Don't Stop,Flame,0.442670005,190.37995,0.666564007,8,-8.402,0,121.015,4
Artie In The Sky,Artie Fishel & The Promised Band,0,28.83873,0.406629903,7,-21.501,1,100.08,1
The Big Rock (LP Version),Maire Brennan,0.385878058,184.34567,0.576053723,7,-9.584,1,135.124,3
Welcome,Les Bonapartes,0.361917926,190.69342,0.629008226,11,-6.779,1,181.801,5
One Shine,The Roots,0.600282491,340.40118,0.862795414,1,-10.345,1,98.008,4
Too Bad,Royal Bubble Orchestra,0.315019313,184.81587,0.514521897,2,-6.215,1,94.055,3
Comme hier,Georges Brassens,0.394289662,100.8322,0.6334089,9,-13.624,1,75.064,4
Tenhert,Tinariwen,0.472451772,328.85506,0.64783484,8,-7.155,1,93.325,3
Cheer Up! Smile! Nertz!,Eddie Cantor,0.331090126,116.34893,0.416141023,0,-9.792,1,112.896,4
When You Were Young,The Killers,0.819588282,269.76608,0.918451789,11,-7.477,1,130.065,4
Moving Mountains,Usher,0.851233891,309.83791,0.856448924,11,-5.692,1,126.955,5
Te Parto el Alma (inter. El Tariacuri),Varios,0.333929873,128.62649,0.595651321,11,-8.357,1,83.872,3
Satin Doll,The Wes Montgomery Trio,0.315776703,246.80444,0.433403103,0,-19.802,1,137.11,4
Suckin' On Suzie,The Hollywood Brats,0.368455091,367.49016,0.453120084,7,-9.102,1,164.026,1
M. tagu va au marchA(c),Klimperei,0.310087326,103.47057,0.3949625,5,-6.302,1,111.042,1
Saturday Night Special,Mars Ill,0.333433313,287.55546,0.556697361,8,-5.333,0,69.313,7
I singe dir es Lied,Kisha,0.349906197,206.21016,0.484343035,11,-12.146,1,139.914,4
Church_ I'm Fully Saved Today,Blind Willie Johnson,0.401144742,187.14077,0.607326982,10,-15.89,1,97.761,4
We Got Da Dope,Three-6 Mafia,0.556477415,159.81669,0.833590332,0,-9.33,1,157.991,4
A Rush Of Blood To The Head (Live In Sydney),Coldplay,0.916053228,410.8273,0.865021512,5,-8.229,1,138.038,4
Adventure No. 8,Jim Chappell,0.361509802,208.87465,0.520204911,9,-18.254,1,109.196,4
Synthesizer,OutKast featuring George Clinton,0.574497026,311.30077,0.796420044,7,-6.791,1,94.904,4
Feelin` Alone,2-Gether feat. Sarinah,0.406431727,294.00771,0.539478583,11,-6.38,0,127.977,4
Room 13,Black Flag,0.547506775,79.51628,0.731208047,9,-4.606,1,190.6,4
Shawty Get Loose,DJ Nasty,0.30285542,191.89506,0.582365879,0,-3.631,1,130.149,4
Blue Moon,T-Bone,0.456631399,248.45016,0.675003401,7,-7.836,1,124.04,4
Fantasia 6: Mudarra,Terry Muska,0,91.61098,0.113542933,2,-16.548,0,107.016,1
Speak Low,Mike Vax,0.217993638,229.61587,0.314412069,2,-16.113,0,78.109,3
Silent Movies (Album Version),Grant Geissman,0.317248425,349.23057,0.422971308,0,-13.752,1,100.329,3
Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,0.383140731,199.13098,0.487445648,5,-10.646,1,49.565,4
We've Got It All,John Davis,0.387635478,121.91302,0.545435239,6,-11.534,1,102.769,4
Canon In D,Tom Barabas,0.393622172,455.02649,0.448025346,2,-17.604,1,100.148,4
Sittin' Here With Nothing,Big Mike Griffin,0.328826085,233.53424,0.438738148,7,-5.815,1,137.496,5
Jah The Only One,Rocker-T,0.35045449,265.37751,0.517968446,10,-6.089,0,147.882,4
Lord of Shadows and Golden Wood,Beherit,0.427479242,202.91873,0.596184927,11,-18.65,1,130.955,4
Dangerous Mood,Keb' Mo',0.472281211,297.66485,0.632130913,0,-9.032,1,106.802,3
The Hotness (ft. Shontelle),Rihanna,0.908202619,190.4322,0.917863906,6,-8.464,0,116.012,5
Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,RamA3n Vargas,0.291264812,642.92526,0.391741394,1,-21.908,1,155.641,7
Lontananza,Fruko Y Sus Tesos,0.370747684,189.88363,0.533724477,7,-8.445,0,106.449,4
Is It A Myth?,K'Naan,0.536862274,213.13261,0.69297934,3,-14.254,1,100.567,3
Samba De Duas Notas,Luiz Bonfa,0.347547581,192.78322,0.549282908,4,-14.05,0,124.842,1
MelangtA$?ras intAY=g i Kallsta,Sven Scholander,0,191.42485,0.019630888,0,-18.283,1,113.01,1
Still Caah Nicer Dan Yard,Shaggy,0.542175166,187.03628,0.772292647,2,-5.252,1,114.318,3
Rhapsody In Blue,Arthur Fiedler;Earl Wild;Pasquale Cardillo,0.379491424,976.56118,0.427298293,9,-19.303,1,127.579,4
Everybody Loves You,Helmet,0.490079584,206.94159,0.776598968,0,-3.568,1,112.77,4
Long Day (Album Version),Soul Asylum,0.466775622,166.26893,0.690080124,11,-11.207,0,70.778,4
Castle Of My Dreams,Tex Williams,0.313647771,148.79302,0.425883322,8,-12.845,1,40.875,4
The Long Goodbye,Miranda Lee Richards,0.401209642,243.722,0.55669334,0,-8.141,1,116.123,4
Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,0.357663448,159.60771,0.551311117,9,-8.503,1,103.005,4
Lost,The Cure,0.578993549,232.48934,0.81195304,2,-11.199,1,85.006,1
Halt mich,Herbstrock,0,203.4673,0.197460842,8,-4.295,0,99.995,4
Take Me To Paradise (Nicky Scanni's Garage Mix),Will To Will,0,508.65587,0.60647385,0,-18.495,1,129.818,4
A Sound That Only You Can Hear,K's Choice,0.451219237,252.83873,0.640757317,2,-6.575,1,87.495,4
I'm A Believer,Tyrone Taylor,0.299392787,229.35465,0.432074796,7,-4.268,1,91.995,4
Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack,0.39364231,482.55955,0.682355125,7,-11.985,1,0,3
Sunday Morning (Sony Connect Set),K-OS,0.430697046,214.17751,0.712662163,9,-6.956,0,88.282,4
The Other Boleyn Girl - Opening Titles,Paul Cantelon,0.350476631,146.442,0.470828036,0,-20.178,0,130.183,3
Up On That Cloud,Blue Rodeo,0.447935481,213.34159,0.636423645,2,-5.972,1,189.068,4
Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,0.393292711,349.72689,0.570900104,7,-12.939,0,86.446,5
Gaita Gaitero,Rincon Morales,0.157207694,197.0673,0.03692891,11,-10.325,1,65.316,1
Liar of Nastrond,Goatwhore,0.429689629,153.49506,0.773271848,0,-7.09,0,99.805,4
Man In A Suitcase,The Police,0.615454462,137.45587,0.790367909,10,-11.636,0,159.106,4
Baltimore Oriole (2004 Digital Remaster),George Harrison,0.541602503,238.602,0.739047424,7,-6.692,0,71.756,4
Baby's First Christmas,Connie Francis,0.45608052,147.17342,0.616698192,6,-9.378,1,137.99,1
Freeword,D.O.W.N.,0.542533993,350.11873,0.741132802,1,-7.063,1,109.791,4
Columbia,Oasis,0.553393663,376.99873,0.834564098,7,-3.811,1,100.382,4
Vaya (Live At The Beacon Theatre),Ray Barretto,0.383211422,413.07383,0.61443158,5,-10.999,1,82.815,3
Laundry & Dishes,Adrienne Pierce,0.409192654,269.63546,0.582431619,6,-8.425,0,151.945,3
Los Conguitos,Mongo Santamaria,0.360053307,130.01098,0.540037749,8,-23.581,0,120.446,4
"Return Of The ""G",OutKast,0.574497026,289.25342,0.796420044,2,-6.407,1,156.688,4
The Things That I Used To Do,Guitar Slim,0.319119602,183.06567,0.440042445,5,-13.164,1,96.731,3
Fruko's  Boogaloo,Fruko Y Sus Tesos,0.370747684,263.33995,0.533724477,6,-6.974,1,219.796,4
Life Of A Star,MIMS,0.524994964,230.53016,0.796320378,4,-4.213,1,127.779,5
Pauvre Jean,Jacques Douai,0.14519083,60.89098,0.313851152,7,-18.852,0,127.14,4
Estoy Contigo,Selena,0.545865917,198.45179,0.748320703,2,-10.333,1,104.795,4
Face,Dave Rave_ Mark McCarron,0,90.38322,0.026088737,2,-19.661,1,92.005,4
Big Sister,I.N.T.,0.340046154,152.92036,0.416754012,7,-7.433,0,93.105,4
Aphrodite (1999 Digital Remaster),The Edgar Broughton Band,0.349037894,245.44608,0.524008172,0,-12.135,1,100.799,4
Leaving Melbourne,TEN MADISON,0.348295197,283.76771,0.448013836,4,-7.827,0,133.326,5
Akh Larh Gayee,Malkit Singh,0.324430892,370.85995,0.483243067,1,-14.03,1,101.13,4
Galope A Beira Mar,Quinteto Violado,0.320520135,162.08934,0.442818538,7,-13.136,1,125.224,5
Where Ya Heart At,Mobb Deep,0.500119335,264.64608,0.772272161,5,-7.101,1,93.976,4
A ti,Alturas,0.23609882,279.84934,0.341768516,4,-12.891,0,136.874,4
This Is My Life,Phil Vassar,0.504855154,217.28608,0.704994472,11,-4.35,0,94.007,4
Elle Voulait Jouer Cabaret,Patricia Kaas,0.398196717,247.11791,0.63079537,5,-8.016,1,130.272,5
Samba de Paris,Kyle Eastwood,0.414631369,441.7824,0.511743665,10,-12.712,1,115.212,4
God Smack,Alice In Chains,0.582921577,230.60853,0.79633706,8,-4.438,1,124.144,4
Portland_ Oregon,The Cat's Miaow,0.351449541,125.25669,0.496593065,4,-13.386,1,146.909,4
Mother's Little Helper,Wild Horses,0.310920963,174.18404,0.598643696,2,-7.458,1,103.047,4
Lil' Boy Fresh,Juelz Santana,0.531436737,233.92608,0.698323122,11,-4.148,0,99.742,5
Sun Shower (Single Version),Busdriver,0.349476327,223.68608,0.618002715,11,-7.331,1,130.129,4
All Of You,Gerald Clayton,0.283027089,329.37751,0.471357978,10,-16.849,0,94.978,3
OvanlA$?r,BrAPderna Djup,0.247359319,114.1024,0.346073476,5,-9.619,1,199.675,4
Dream On (LP Version),Blackfoot,0.437987748,316.99546,0.604296587,11,-12.377,0,123.415,4
Juke Appeal,DJ Rashad,0.366847208,306.59873,0.402800199,11,-8.656,0,160.046,4
New Shoes,Dottie Rambo_ The Whites,0.400450456,130.29832,0.535712479,2,-7.157,1,103.014,4
Sweet Harmony (LP Version),Maria Muldaur,0.432054079,288.41751,0.586948318,9,-10.861,1,146.936,4
Stand Down,Stickboy,0.372335516,67.52608,0.581753137,6,-6.047,0,180.287,1
Don't Look Back,Grandpa Jones,0.331534751,139.78077,0.450645997,4,-11.901,1,129.391,4
The River,Curtis,0.255941316,256.62649,0.644693319,7,-8.05,1,103.377,4
Kinghead Shuffle (Little Freddie King),Little Freddie King,0.338781245,229.04118,0.419320249,9,-10.491,1,130.58,1
Who Cares,Don Gibson,0.379651219,142.94159,0.540750151,11,-13.524,1,104.943,4
Tenemos Amigos,Dora The Explorer,0.413757657,59.95057,0.514414554,6,-6.167,0,106.298,4
Lover,Spade Cooley,0.361472787,108.87791,0.440904743,2,-29.378,0,172.612,4
Que paso,D.A.R.,0.258111988,250.122,0.517707752,2,-6.657,1,176.298,1
Forever Until Sunday,Bruford,0,351.42485,0.508188068,6,-14.857,0,78.136,3
Agrymonyzer (Matsingena Mix),Joy Kitikonti,0.367744742,384.57424,0.559827532,11,-7.856,0,137.999,4
You Make Me Feel So Good,Simon Harris,0.207675838,6.08608,0.39076084,1,-18.797,1,0,1
Just A Glance Away,Sam Baker,0.341512969,167.10485,0.688332484,7,-17.756,1,95.882,1
Rosalita (Come Out Tonight),Bruce Springsteen,0.838095532,591.62077,0.850789989,5,-5.67,1,167.559,1
Humanity,The Berzerker,0.45755391,105.45587,0.668370612,11,-6.952,0,86.5,4
Spencer-Tracey,Danny Wilson,0.362902986,92.42077,0.559991415,9,-14.655,0,158.208,4
Bliss,The Dreamtree Project,0.293668767,798.1971,0.350392717,0,-16.183,1,134.291,4
Planetary Takeover,Snowgoons,0.461345852,239.64689,0.649583107,1,-4.615,1,94.281,4
Lust for life (recorded during the us tour in 1986),Iggy Pop,0.573554544,294.3473,0.789018489,1,-12.66,0,119.121,4
Pichleh Janam Dee,XLNC,0.277323648,386.55955,0.387891459,1,-12.373,0,160.08,4
Watermelon Man,Johnny Kidd And The Pirates,0.353215201,150.07302,0.565993939,7,-17.914,1,88.521,3
Controlando El Area,Daddy Yankee / Bounty Killer,0.562506672,212.08771,0.908984296,7,-5.394,1,220.311,4
Tarha Tinghi,Philippe Eidel,0.255292194,301.11302,0.410100999,4,-10.685,0,136.955,4
Gwithian,Luke Vibert,0.43659934,418.79465,0.632718261,7,-15.199,0,101.905,4
Turn This Thing Around,El Presidente,0.331184103,213.05424,0.546201178,6,-4.353,1,111.043,4
Boll Weevil,Blind Willie McTell,0.385344914,116.34893,0.591428552,0,-15.872,1,130.36,4
Largo,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,0.334782294,141.322,0.4900735,2,-29.128,0,106.98,4
Succotash,Claw Hammer,0.268744755,291.7873,0.401479593,11,-9.467,0,149.167,4
"Les Trois OrfA""vres",Pierre Perret,0.352976472,132.07465,0.510301323,9,-8.118,1,177.809,4
Don't Crush It,Kool Keith,0.464550281,258.19383,0.639614201,6,-6.062,0,90.902,4
Pictou County Coal,Undertakin' Daddies,0,177.94567,0.201764918,7,-9.548,1,120.056,4
Fool For You,Rocky Hill,0.195531828,257.82812,0.319868324,7,-6.479,1,115.018,3
Wasted Days And Wasted Nights,Roy Drusky,0.3065186,163.36934,0.378347969,4,-13.823,1,88.201,3
What I Like (Womens),C.C. Adcock,0.367007962,297.63873,0.423385847,5,-10.56,0,180.106,4
Time Will Tell,MxPx,0.537675628,88.73751,0.763010513,9,-4.404,1,134.492,1
Le Coeur Du Volcan,Julien Clerc,0.364384925,174.15791,0.58547954,9,-6.755,0,115.756,3
East Wind Drum Call,David & Steve Gordon,0.187676301,610.95138,0.387242595,11,-18.5,0,127.986,3
Intro,Styles P,0.472670741,85.02812,0.743792498,6,-11.895,0,93.412,3
We're Here To Stay,M.I.K.E.,0.406591477,479.81669,0.614345532,9,-7.383,0,136.021,4
Here Comes The Big Parade,Harry Connick_ Jr.,0.531050193,251.76771,0.691133729,0,-6.131,1,138.408,1
Tschung Mori,Megadrums,0.063724987,104.64608,0.327233191,1,-18.922,1,118.087,3
I'm Gonna Let My Love Flow,Commissioned,0.411218525,235.72853,0.50400634,8,-13.644,1,124.066,4
Una noche serena y obscura,Antonio Bribiesca,0.269367295,151.92771,0.350323765,0,-12.705,1,108.635,4
Friday Night,"Sex Machine ft. ShA""na",0.298185251,418.87302,0.465124634,10,-4.956,0,127.996,4
Red Hot Pepper Pot,Gloria De Haven,0.035307947,163.42159,0.305466193,2,-12.265,1,179.688,1
Rhymin' Spielin',fIREHOSE,0.387008322,122.64444,0.552704815,9,-15.855,1,108.489,4
I Love You More Than You'll Ever Know,Mick Hucknall,0.321215726,406.93506,0.474581232,1,-10.452,0,107.398,1
Juke Joint,Farlow-Kirch Band,0,220.13342,0.104186987,2,-9.851,1,187.495,4
In The Hills,Jim Chappell,0.361509802,227.36934,0.520204911,0,-14.893,1,126.052,1
Watch Out for The Birdsongs,Goldfish,0.442285782,159.45098,0.589174876,9,-5.529,0,139.987,4
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,Solomon,0.341265841,37.48526,0.629732489,10,-27.239,1,110.647,1
Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule,0.349476327,255.63383,0.618002715,3,-12.09,1,114.895,4
You Are Holy,4Him,0.448593803,296.98567,0.565089892,0,-9.908,1,139.919,4
Harmonia,Pitch Black,0.42951364,377.36444,0.585387199,0,-6.597,1,130.957,4
Heaven (LP Version),Rude Boys,0.4261497,289.95873,0.598101203,10,-14.544,0,97.03,4
It Don't Mean A Thing (If It Ain't Got That Swing),Charlie Byrd,0.310556083,229.32853,0.527339184,0,-14.048,1,109.542,1
Girle Girle,Dr Bombay,0.351173013,192.02567,0.473038876,9,-5.884,1,137.96,4
Rosa Rio,Jim Reeves,0.462190105,175.01995,0.624252499,11,-11.727,1,158.763,3
The 4th Dimension (LP Version),Devo,0.532445871,264.33261,0.707839968,2,-10.499,1,144.801,4
Greatest X,Janet Jackson,0.58257534,263.02649,0.803836826,1,-7.006,1,114.024,4
Soliloquy (2001 Digital Remaster),Gordon MacRae,0.306976307,470.9873,0.412473042,5,-14.563,1,133.017,3
Xi Yang Wu Xian Hao,Eason Chan,0.395217687,241.44934,0.555277224,10,-13.294,1,81.999,4
We Wanna Change Our Band Name,Sex Machine,0.298185251,148.47955,0.465124634,0,-2.972,1,170.167,4
If I Can't Have You,Jackie Wilson,0.419408141,101.77261,0.693327979,10,-10.283,1,161.728,4
Si Tu Me Dices Ven,Isabel Pantoja,0.363506516,220.94322,0.496152636,7,-6.451,0,73.811,5
Widescreen,Pinch,0.364006714,288.39138,0.583049613,6,-10.411,0,70.047,4
Medley: Father_ I Adore You/More Precious Than Silver,Cadet,0.363566183,267.07546,0.494131652,7,-5.105,1,80.721,4
The Devil Made Me Do Dat (LP Version),Young-Holt Unlimited,0.215958703,176.63955,0.502245023,2,-11.987,1,166.796,7
La Bamba,The Tokens,0.407539019,154.06975,0.604282094,0,-10.319,1,83.809,4
Dyna,Kanda Bongo Man,0.32242454,500.6624,0.485827967,8,-12.602,0,131.444,4
I Am,Devanic,0.25109374,336.06485,0.489712437,4,-7.071,1,87.044,4
Monsoon,Jack Johnson,0.677482479,264.82893,0.832011769,11,-6.892,0,142.449,4
Joe Avery's Piece,Harry Connick_ Jr,0.531050193,192.07791,0.691133729,0,-10.7,1,181.469,4
Deep Inside,Converge,0.531157063,407.03955,0.810506205,5,-7.49,0,152.775,4
Thorns of Charon (Pt. 2) - Emerge from Hades,Astarte,0.352919184,419.97016,0.537088297,9,-4.012,0,156.15,4
Shadrach (2009 Digital Remaster),Beastie Boys,0.534503926,248.13669,0.853124523,2,-12.173,1,100.649,4
El Bipper,Los Traileros Del Norte,0.301094091,201.03791,0.557923664,0,-6.005,1,111.944,4
To Pirame,Imiskoubria,0.302716272,211.64363,0.37128168,2,-8.85,1,180.077,4
I Saw Destruction,The Scare,0.404910014,209.71057,0.582061745,7,-4.745,1,110.161,4
Sonata I.X.1905: I. Preduycha (JanA!cek),Massimiliano Damerini,0,397.81832,0.218422959,3,-23.042,0,99.809,5
How Insensitive,Charlie Byrd,0.310556083,361.56036,0.527339184,2,-22.937,0,121.887,4
A Love That Keeps On Giving (Silent Witness Album Version),Jeff And Sheri Easter,0.385470551,191.99955,0.535292736,0,-10.301,1,101.943,3
HalintamyymA$?lA$?n aamutoimet,Juice Leskinen,0.429149837,271.77751,0.5534682,9,-13.589,1,107.769,4
Hear Me Now,Wet Wet Wet,0.411195688,242.65098,0.642280769,2,-7.811,1,95.465,4
GroAraumbrand,ZENFU,0,226.82077,0.389311807,9,-6.054,0,124.887,4
Yesterdays,Vince Guaraldi Trio,0.414892612,242.9122,0.57810363,2,-25.924,0,92.4,3
EZ Cuz You're Beautiful (Album Version),Shifty,0.44057753,192.91383,0.602264047,3,-5.295,1,163.884,4
Woodcarver,Glen Campbell,0.481024239,202.70975,0.67159627,1,-8.472,1,152.082,3
Manila,Martin Denny,0.377382917,144.71791,0.573719855,3,-17.306,1,125.052,1
Techno Cumbia,Selena,0.545865917,225.17506,0.748320703,11,-7.572,1,90.971,4
Put Your Hand In The Hand,Rance Allen Group,0.31401179,252.36853,0.488008882,2,-12.48,1,163.381,4
Decide,Chelsea,0.352868134,301.71383,0.555730918,11,-9.869,0,86.727,4
Temblando,Alex Ubago,0.298377039,201.09016,0.581475219,9,-8.205,1,96.7,7
Sitting In A Dim CafA(c),Conway Twitty,0.493711077,157.12608,0.663231985,9,-14.626,1,89.71,1
Heartburn,Alicia Keys,0.778673579,183.43138,0.933916106,1,-9.74,1,105.775,4
I Want You Back,The Plimsouls,0.382961658,147.9571,0.573243195,4,-7.842,1,123.452,4
LDN (Warbox Original Cut Dub),Lily Allen,0.535408379,234.1873,0.916058239,5,-7.794,1,99.982,4
Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,0.535891043,318.79791,0.872325597,9,-13.135,1,125.827,7
Interlude (Album Version),My Chemical Romance,0.766076164,57.18159,0.864867842,6,-22.42,0,132.474,3
Desperate Man Blues,Daniel Johnston,0.473613189,219.76771,0.713322147,9,-24.308,1,92.938,1
Open Up Your Mind (Guido Osorio Club Mix),Eyes Cream,0.226754095,492.30322,0.377906057,0,-7.052,0,129.994,4
